movieId,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,no genres listed,average_rating
500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.270833333333333
527,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.1
543,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1463414634146343
552,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.180327868852459
553,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.723076923076923
590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.76219512195122
592,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.3492063492063493
593,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.053763440860215
596,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.283333333333333
608,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.016574585635359
648,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.45679012345679
661,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4081632653061225
673,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5660377358490565
733,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5785123966942147
736,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.2439024390243905
780,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.301980198019802
804,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
919,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.771739130434783
923,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.898550724637681
940,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.875
943,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857142857142857
954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888888888888889
1009,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
1023,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4615384615384617
1024,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6666666666666665
1025,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.44
1029,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.257142857142857
1030,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7333333333333334
1031,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.375
1032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.25
1042,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1904761904761907
1049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
1060,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.611111111111111
1073,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.773109243697479
1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.764044943820225
1089,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.091603053435114
1090,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.873015873015873
1092,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.021276595744681
1097,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.647540983606557
1127,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.338709677419355
1136,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.022058823529412
1196,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.104265402843602
1197,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.091549295774648
1198,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.095
1206,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,3.8666666666666663
1208,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.11214953271028
1210,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.025510204081633
1213,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.103174603174603
1214,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.856164383561644
1219,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.9156626506024095
1220,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.690476190476191
1222,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.980392156862745
1224,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8947368421052633
1226,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
1240,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.7709923664122136
1256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.739130434782609
1258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.944954128440367
1265,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8181818181818175
1270,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.906432748538012
1275,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5625
1278,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.898550724637681
1282,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.641509433962264
1291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.914285714285714
1298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.695652173913044
1348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4375
1377,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.9
1396,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,3.347826086956522
1408,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.743589743589744
1445,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.142857142857143
1473,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0
1500,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4745762711864407
1517,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.37
1552,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.8983050847457625
1573,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.2337662337662336
1580,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.33939393939394
1587,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.129032258064516
1617,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3.927835051546392
1620,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3.076923076923077
1625,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.5064935064935066
1644,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.875
1676,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.2
1732,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7452830188679247
1777,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.232142857142857
1793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
1804,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
1805,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2.935483870967742
1920,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7222222222222223
1927,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.1
1954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.671875
1967,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7142857142857135
2000,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.533333333333333
2005,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4035087719298245
2012,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.215909090909091
2018,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1842105263157894
2028,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4.01595744680851
2033,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625
2046,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.125
2048,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.375
2054,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.6029411764705883
2058,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3.1666666666666665
2078,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7358490566037736
2090,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1538461538461537
2093,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833333333333333
2094,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1794871794871797
2096,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.363636363636364
2099,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.333333333333333
2105,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.24
2115,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
2116,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2137,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4761904761904763
2139,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333333333
2141,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2143,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.923076923076923
2161,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.441860465116279
2174,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3076923076923075
2193,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.15
2253,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
2268,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.701754385964912
2273,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.071428571428572
2291,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.575
2329,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.046511627906977
2338,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2.0
2353,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.3582089552238807
2366,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.56
2387,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.375
2389,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1.6666666666666667
2395,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392857142857143
2406,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.351851851851852
2414,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3.363636363636364
2427,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.1714285714285717
2450,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0625
2459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1538461538461537
2470,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0350877192982457
2478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
2492,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.925531914893617
2528,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.1666666666666665
2529,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.732142857142857
2542,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.925373134328358
2571,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.0647482014388485
2580,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.871794871794872
2596,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
2616,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.769230769230769
2617,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2.942528735632184
2628,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.9714285714285715
2640,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5081967213114758
2641,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.897959183673469
2644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
2648,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.727272727272727
2654,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4
2657,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3.2063492063492065
2692,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.8533333333333335
2700,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.710526315789474
2716,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.65
2761,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.923076923076923
2797,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.615384615384616
2826,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.730769230769231
2858,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.931372549019608
2872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48
2899,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2916,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.5454545454545454
2944,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.90625
2947,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7358490566037736
2948,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
2949,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.606060606060606
2959,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.105504587155964
2985,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,3.242857142857143
2987,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.463917525773196
2991,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.565217391304348
2993,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.333333333333333
2997,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828282828282828
3033,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3389830508474576
3034,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4166666666666665
3052,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4683544303797467
3053,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8181818181818175
3062,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.909090909090909
3147,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.990990990990991
3168,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758620689653
3176,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.204081632653061
3243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2666666666666666
3247,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9166666666666665
3253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3114754098360657
3273,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2.5517241379310347
3386,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.3548387096774195
3439,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5384615384615383
3440,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8571428571428568
3441,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.357142857142857
3448,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.674418604651162
3450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1724137931034484
3479,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2777777777777777
3489,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.207547169811321
3527,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.4754098360655736
3578,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.788235294117647
3617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.902439024390244
3639,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.4444444444444446
3671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.774193548387097
3702,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.3157894736842106
3703,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.95
3729,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.0
3740,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7142857142857135
3744,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.526315789473684
3793,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.5338345864661656
3809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1714285714285717
4006,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.142857142857143
5060,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.891304347826087
318,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.32807570977918
1704,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.929078014184397
6874,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.725190839694657
8798,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.5681818181818183
46970,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9642857142857144
48516,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4.037383177570093
58559,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4.046979865771812
60756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357142857142857
68157,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.9318181818181817
71535,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.69811320754717
74458,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.776119402985074
77455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.769230769230769
79132,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,3.888111888111888
80489,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3.727272727272727
80906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.166666666666667
86345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888888888888889
89774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5454545454545454
91529,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.8289473684210527
91658,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.333333333333333
99114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.746478873239437
106782,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7777777777777777
109487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.821917808219178
112552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8157894736842106
114060,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2.6666666666666665
115713,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.642857142857143
122882,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.6808510638297873
131724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0526315789473686
647,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3.2413793103448274
688,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.2222222222222223
720,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037037037037037
849,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.7954545454545454
914,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.942857142857143
1093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27027027027027
1124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5384615384615383
1263,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.697674418604651
1272,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.03030303030303
1302,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4107142857142856
1371,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.977777777777778
2080,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272727272727273
2288,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3.8666666666666663
